weather,event,top_color,top_substyle,top_warmth,top_formality,bottom_color,bottom_substyle,bottom_warmth,bottom_formality,shoes_color,shoes_substyle,shoes_warmth,shoes_formality,outer_color,outer_substyle,outer_warmth,outer_formality,score
cold,formal,white,smart,light,2,black,casual,light,0,black,casual,light,0,none,none,none,0,3.1
hot,sports,red,sport,light,0,blue,casual,medium,0,black,sport,light,0,none,none,none,0,6.7
hot,formal,navy,smart,light,1,black,smart,medium,2,black,smart,medium,2,none,none,none,0,7.2
cold,casual,blue,street,medium,0,black,smart,medium,2,black,casual,light,0,none,none,none,0,6.1
hot,casual,red,sport,light,0,black,casual,light,0,black,smart,medium,2,none,none,none,0,6.5
mild,formal,grey,casual,medium,0,beige,smart,medium,1,brown,casual,warm,1,none,none,none,0,6.3
mild,formal,navy,smart,light,1,black,casual,light,0,white,sport,light,0,black,casual,medium,0,5.8
mild,casual,red,sport,light,0,black,sport,light,0,white,sport,light,0,blue,street,medium,0,6.3
hot,sports,red,sport,light,0,black,casual,light,0,black,sport,light,0,none,none,none,0,9.5
cold,sports,grey,casual,medium,0,beige,smart,medium,1,black,smart,medium,2,black,smart,warm,2,5.5
hot,sports,navy,casual,warm,1,blue,casual,medium,0,black,sport,light,0,blue,street,medium,0,4.3
cold,sports,grey,casual,medium,0,black,smart,medium,2,black,casual,light,0,black,casual,medium,0,5
mild,casual,white,smart,light,2,olive,casual,medium,0,brown,smart,medium,2,none,none,none,0,6.9
cold,sports,black,smart,warm,1,blue,casual,medium,0,black,casual,light,0,blue,sport,warm,0,6.6
hot,casual,white,casual,light,0,black,casual,light,0,black,casual,light,0,none,none,none,0,8.4
hot,formal,blue,street,medium,0,black,sport,light,0,brown,smart,medium,2,blue,sport,warm,0,3.5
hot,sports,blue,street,medium,0,black,smart,medium,2,black,sport,light,0,black,casual,medium,0,4.6
hot,formal,white,casual,light,0,black,smart,medium,2,black,sport,light,0,none,none,none,0,6
hot,sports,white,casual,light,0,beige,smart,medium,1,black,sport,light,0,none,none,none,0,5.7
mild,casual,grey,casual,medium,0,beige,smart,medium,1,black,smart,medium,2,none,none,none,0,7.8
cold,formal,white,casual,light,0,black,sport,light,0,black,smart,medium,2,blue,sport,warm,0,4
cold,sports,navy,smart,medium,2,black,sport,light,0,black,sport,light,0,none,none,none,0,5.8
cold,formal,navy,smart,medium,2,beige,smart,medium,1,black,casual,light,0,black,smart,warm,2,6.6
hot,sports,blue,street,medium,0,black,casual,light,0,brown,casual,warm,1,black,smart,warm,2,3.4
hot,formal,white,casual,light,0,black,sport,light,0,brown,casual,warm,1,blue,sport,warm,0,3.2
hot,formal,grey,casual,medium,0,black,smart,medium,2,black,sport,light,0,none,none,none,0,5.4
cold,sports,red,sport,light,0,beige,smart,medium,1,black,sport,light,0,none,none,none,0,5.4
hot,formal,white,casual,light,0,black,casual,light,0,brown,smart,medium,2,none,none,none,0,5.4
cold,formal,navy,smart,light,1,blue,casual,medium,0,white,casual,light,0,none,none,none,0,2.9
cold,sports,white,casual,light,0,black,sport,light,0,black,casual,light,0,none,none,none,0,3.4
hot,casual,grey,casual,medium,0,grey,smart,medium,2,brown,smart,medium,2,none,none,none,0,3.8
hot,sports,white,casual,light,0,blue,casual,medium,0,black,smart,medium,2,olive,casual,medium,1,2.8
hot,sports,navy,casual,warm,1,blue,casual,medium,0,brown,smart,medium,2,none,none,none,0,2
cold,formal,red,sport,light,0,black,casual,light,0,black,casual,light,0,none,none,none,0,2
hot,sports,red,sport,light,0,black,casual,light,0,black,casual,light,0,none,none,none,0,9.5
cold,sports,blue,street,medium,0,blue,casual,medium,0,black,casual,light,0,black,casual,warm,0,5.6
mild,sports,navy,smart,medium,2,grey,smart,medium,2,black,casual,light,0,none,none,none,0,6.6
hot,formal,grey,casual,medium,0,blue,casual,medium,0,brown,smart,medium,2,none,none,none,0,3.2
mild,casual,white,smart,light,2,blue,casual,medium,0,brown,casual,warm,1,none,none,none,0,6
cold,casual,navy,smart,light,1,black,casual,light,0,white,sport,light,0,none,none,none,0,3.7
hot,casual,red,sport,light,0,blue,casual,medium,0,white,casual,light,0,none,none,none,0,6.4
cold,formal,grey,casual,medium,0,blue,casual,medium,0,brown,smart,medium,2,olive,casual,medium,1,5.6
hot,sports,red,sport,light,0,black,smart,medium,2,black,casual,light,0,none,none,none,0,6.3
mild,sports,white,casual,light,0,olive,casual,medium,0,black,smart,medium,2,none,none,none,0,5.4
mild,sports,grey,casual,medium,0,beige,smart,medium,1,black,casual,light,0,black,casual,medium,0,6.1
mild,sports,grey,casual,medium,0,beige,smart,medium,1,black,casual,light,0,none,none,none,0,6.1
hot,sports,navy,smart,medium,2,blue,casual,medium,0,white,sport,light,0,none,none,none,0,4.6
cold,sports,black,smart,warm,1,black,casual,light,0,black,smart,medium,2,olive,casual,medium,1,5.6
mild,formal,red,sport,light,0,blue,casual,medium,0,white,casual,light,0,black,casual,medium,0,4.6
mild,casual,red,sport,light,0,beige,smart,medium,1,black,sport,light,0,blue,street,medium,0,6.9
cold,formal,white,casual,light,0,black,casual,light,0,black,sport,light,0,black,casual,warm,0,3
mild,sports,navy,smart,light,1,olive,casual,medium,0,brown,casual,warm,1,none,none,none,0,5.2
mild,formal,white,smart,light,2,black,smart,medium,2,brown,casual,warm,1,blue,sport,warm,0,5.7
mild,casual,navy,casual,warm,1,grey,smart,medium,2,brown,casual,warm,1,black,casual,warm,0,5.9
mild,casual,navy,casual,warm,1,olive,casual,medium,0,white,casual,light,0,black,casual,medium,0,7.2
cold,casual,blue,street,medium,0,olive,casual,medium,0,white,casual,light,0,none,none,none,0,6
mild,casual,red,sport,light,0,blue,casual,medium,0,brown,smart,medium,2,black,casual,warm,0,6.5
hot,formal,blue,street,medium,0,black,smart,medium,2,brown,casual,warm,1,none,none,none,0,3.4
hot,sports,navy,smart,light,1,grey,smart,medium,2,black,sport,light,0,black,casual,warm,0,5.7
mild,sports,red,sport,light,0,grey,smart,medium,2,black,casual,light,0,black,casual,medium,0,6.7
mild,formal,blue,street,medium,0,olive,casual,medium,0,white,sport,light,0,none,none,none,0,5.1
mild,casual,white,smart,light,2,blue,casual,medium,0,brown,smart,medium,2,none,none,none,0,6.3
mild,sports,red,sport,light,0,beige,smart,medium,1,black,casual,light,0,none,none,none,0,6.8
mild,casual,white,casual,light,0,grey,smart,medium,2,brown,smart,medium,2,none,none,none,0,6.3
cold,sports,red,sport,light,0,grey,smart,medium,2,black,smart,medium,2,none,none,none,0,5.1
hot,casual,grey,casual,medium,0,black,sport,light,0,black,sport,light,0,black,casual,medium,0,7
mild,formal,white,casual,light,0,grey,smart,medium,2,white,casual,light,0,none,none,none,0,6.6
cold,formal,navy,casual,warm,1,black,casual,light,0,black,smart,medium,2,none,none,none,0,6.5
hot,formal,blue,street,medium,0,black,smart,medium,2,white,sport,light,0,none,none,none,0,4.3
mild,formal,navy,smart,medium,2,black,casual,light,0,black,casual,light,0,none,none,none,0,7.1
hot,formal,red,sport,light,0,grey,smart,medium,2,black,smart,medium,2,none,none,none,0,6.1
mild,sports,navy,casual,warm,1,black,sport,light,0,black,sport,light,0,black,casual,medium,0,7.4
cold,casual,red,sport,light,0,blue,casual,medium,0,white,casual,light,0,none,none,none,0,4.5
mild,casual,white,casual,light,0,blue,casual,medium,0,brown,smart,medium,2,none,none,none,0,7.1
mild,sports,grey,casual,medium,0,black,casual,light,0,brown,casual,warm,1,black,smart,warm,2,5.7
mild,sports,navy,casual,warm,1,black,casual,light,0,black,casual,light,0,black,casual,medium,0,7.4
hot,casual,blue,street,medium,0,blue,casual,medium,0,black,casual,light,0,none,none,none,0,6.3
hot,formal,black,smart,warm,1,blue,casual,medium,0,black,casual,light,0,black,smart,warm,2,4.2
cold,formal,navy,smart,medium,2,blue,casual,medium,0,white,sport,light,0,none,none,none,0,4.5
mild,sports,black,smart,warm,1,blue,casual,medium,0,white,casual,light,0,none,none,none,0,4.6
mild,casual,white,casual,light,0,grey,smart,medium,2,brown,casual,warm,1,none,none,none,0,6
hot,sports,grey,casual,medium,0,black,sport,light,0,black,sport,light,0,black,casual,warm,0,6.5
hot,casual,navy,smart,light,1,beige,smart,medium,1,white,sport,light,0,blue,sport,warm,0,5
mild,casual,white,casual,light,0,black,casual,light,0,white,sport,light,0,olive,casual,medium,1,6.7
hot,casual,navy,smart,light,1,black,casual,light,0,brown,smart,medium,2,black,smart,warm,2,5.3
hot,formal,black,smart,warm,1,olive,casual,medium,0,black,smart,medium,2,blue,sport,warm,0,2.8
hot,formal,white,casual,light,0,black,sport,light,0,white,sport,light,0,none,none,none,0,6
mild,sports,black,smart,warm,1,grey,smart,medium,2,black,sport,light,0,black,casual,warm,0,6.2
hot,formal,navy,casual,warm,1,black,casual,light,0,black,casual,light,0,blue,sport,warm,0,4.2
hot,casual,blue,street,medium,0,black,smart,medium,2,black,smart,medium,2,black,casual,medium,0,4.4
hot,casual,white,casual,light,0,olive,casual,medium,0,brown,smart,medium,2,none,none,none,0,6.1
mild,sports,white,casual,light,0,black,casual,light,0,black,casual,light,0,none,none,none,0,6.5
mild,casual,navy,smart,light,1,black,casual,light,0,black,casual,light,0,none,none,none,0,7.8
cold,formal,navy,casual,warm,1,beige,smart,medium,1,black,sport,light,0,none,none,none,0,5.4
cold,casual,black,smart,warm,1,black,casual,light,0,white,sport,light,0,blue,sport,warm,0,5.2
mild,formal,grey,casual,medium,0,grey,smart,medium,2,brown,smart,medium,2,none,none,none,0,8.3
cold,sports,white,casual,light,0,blue,casual,medium,0,brown,smart,medium,2,black,smart,warm,2,3.8
cold,formal,blue,street,medium,0,black,casual,light,0,black,casual,light,0,black,casual,medium,0,3.4
hot,formal,navy,smart,medium,2,black,sport,light,0,black,sport,light,0,black,casual,warm,0,5.4
mild,casual,white,smart,light,2,grey,smart,medium,2,brown,casual,warm,1,olive,casual,medium,1,5.4
hot,sports,white,casual,light,0,black,smart,medium,2,white,casual,light,0,none,none,none,0,5.2
hot,formal,blue,street,medium,0,blue,casual,medium,0,black,sport,light,0,black,smart,warm,2,4.1
hot,formal,grey,casual,medium,0,olive,casual,medium,0,black,casual,light,0,black,smart,warm,2,4.1
hot,casual,navy,casual,warm,1,grey,smart,medium,2,brown,casual,warm,1,black,casual,warm,0,3.5
hot,casual,white,smart,light,2,black,sport,light,0,black,casual,light,0,none,none,none,0,8
cold,formal,navy,casual,warm,1,grey,smart,medium,2,white,casual,light,0,black,casual,warm,0,6
cold,formal,white,smart,light,2,olive,casual,medium,0,brown,casual,warm,1,none,none,none,0,6
mild,sports,grey,casual,medium,0,black,casual,light,0,black,sport,light,0,black,casual,medium,0,8
hot,formal,navy,casual,warm,1,black,sport,light,0,brown,casual,warm,1,none,none,none,0,4.2
mild,casual,navy,smart,light,1,beige,smart,medium,1,black,sport,light,0,none,none,none,0,7.2
mild,sports,blue,street,medium,0,grey,smart,medium,2,black,casual,light,0,olive,casual,medium,1,6.3
hot,casual,black,smart,warm,1,black,casual,light,0,white,sport,light,0,none,none,none,0,6.1
hot,sports,navy,smart,light,1,black,casual,light,0,black,casual,light,0,none,none,none,0,7.9
cold,sports,navy,smart,medium,2,blue,casual,medium,0,black,casual,light,0,blue,sport,warm,0,5.6
cold,casual,navy,smart,medium,2,beige,smart,medium,1,black,casual,light,0,blue,street,medium,0,5.6
hot,formal,navy,smart,light,1,blue,casual,medium,0,white,casual,light,0,black,casual,medium,0,4.2
cold,sports,grey,casual,medium,0,blue,casual,medium,0,brown,casual,warm,1,none,none,none,0,5
hot,sports,white,casual,light,0,black,sport,light,0,black,casual,light,0,none,none,none,0,7.4
cold,formal,white,casual,light,0,black,casual,light,0,white,sport,light,0,none,none,none,0,2
hot,sports,navy,smart,light,1,black,casual,light,0,white,sport,light,0,none,none,none,0,8.5
mild,formal,red,sport,light,0,blue,casual,medium,0,white,casual,light,0,blue,street,medium,0,5
cold,formal,navy,smart,medium,2,black,smart,medium,2,black,smart,medium,2,black,casual,warm,0,8.3
hot,formal,white,smart,light,2,black,sport,light,0,black,sport,light,0,none,none,none,0,7.2
mild,casual,white,casual,light,0,blue,casual,medium,0,black,smart,medium,2,none,none,none,0,7.1
hot,formal,navy,casual,warm,1,blue,casual,medium,0,black,casual,light,0,none,none,none,0,4
hot,sports,white,casual,light,0,olive,casual,medium,0,brown,smart,medium,2,black,casual,medium,0,3.2
hot,casual,black,smart,warm,1,blue,casual,medium,0,black,casual,light,0,none,none,none,0,5.5
hot,casual,white,smart,light,2,blue,casual,medium,0,brown,smart,medium,2,black,smart,warm,2,3.1
mild,formal,red,sport,light,0,black,sport,light,0,black,sport,light,0,black,smart,warm,2,5.6
cold,sports,black,smart,warm,1,blue,casual,medium,0,black,smart,medium,2,blue,street,medium,0,5.5
mild,formal,blue,street,medium,0,blue,casual,medium,0,brown,casual,warm,1,none,none,none,0,5.8
hot,sports,black,smart,warm,1,black,sport,light,0,brown,smart,medium,2,none,none,none,0,4.8
hot,casual,black,smart,warm,1,blue,casual,medium,0,black,sport,light,0,olive,casual,medium,1,4.4
cold,sports,blue,street,medium,0,blue,casual,medium,0,black,smart,medium,2,none,none,none,0,5.2
cold,sports,navy,smart,light,1,grey,smart,medium,2,black,casual,light,0,blue,street,medium,0,4.6
mild,formal,white,smart,light,2,black,casual,light,0,black,casual,light,0,blue,sport,warm,0,5
cold,formal,white,casual,light,0,black,smart,medium,2,black,casual,light,0,black,casual,warm,0,4.6
cold,formal,white,casual,light,0,blue,casual,medium,0,black,casual,light,0,olive,casual,medium,1,2.8
mild,sports,red,sport,light,0,beige,smart,medium,1,black,sport,light,0,olive,casual,medium,1,7.5
mild,casual,red,sport,light,0,black,smart,medium,2,black,sport,light,0,none,none,none,0,7
cold,formal,blue,street,medium,0,blue,casual,medium,0,brown,smart,medium,2,black,smart,warm,2,6.3
cold,sports,red,sport,light,0,blue,casual,medium,0,white,casual,light,0,none,none,none,0,3.7
mild,formal,grey,casual,medium,0,blue,casual,medium,0,brown,casual,warm,1,none,none,none,0,5.2
mild,formal,navy,smart,medium,2,beige,smart,medium,1,brown,casual,warm,1,none,none,none,0,7.5
cold,casual,red,sport,light,0,blue,casual,medium,0,brown,smart,medium,2,none,none,none,0,5.7
cold,casual,white,casual,light,0,blue,casual,medium,0,black,smart,medium,2,none,none,none,0,5.3
hot,formal,navy,smart,medium,2,black,sport,light,0,black,casual,light,0,none,none,none,0,6.5
hot,sports,black,smart,warm,1,black,smart,medium,2,black,sport,light,0,blue,street,medium,0,4.3
cold,sports,white,smart,light,2,blue,casual,medium,0,black,sport,light,0,none,none,none,0,3.7
hot,casual,white,casual,light,0,blue,casual,medium,0,black,casual,light,0,none,none,none,0,6.8
cold,casual,white,casual,light,0,black,sport,light,0,black,smart,medium,2,none,none,none,0,4.7
hot,sports,white,smart,light,2,black,smart,medium,2,brown,casual,warm,1,black,casual,warm,0,2.7
hot,casual,white,casual,light,0,black,sport,light,0,brown,smart,medium,2,olive,casual,medium,1,5.5
mild,formal,black,smart,warm,1,black,smart,medium,2,black,casual,light,0,none,none,none,0,7.1
hot,formal,white,casual,light,0,grey,smart,medium,2,black,casual,light,0,blue,street,medium,0,4.6
mild,sports,red,sport,light,0,grey,smart,medium,2,brown,smart,medium,2,none,none,none,0,6.9
mild,sports,grey,casual,medium,0,olive,casual,medium,0,white,sport,light,0,black,casual,warm,0,5.7
hot,sports,blue,street,medium,0,blue,casual,medium,0,white,sport,light,0,none,none,none,0,5.2
mild,sports,navy,casual,warm,1,beige,smart,medium,1,black,casual,light,0,black,casual,warm,0,5.7
cold,sports,blue,street,medium,0,beige,smart,medium,1,brown,smart,medium,2,none,none,none,0,5.2
mild,sports,navy,casual,warm,1,grey,smart,medium,2,black,casual,light,0,blue,sport,warm,0,6.5
mild,sports,white,casual,light,0,olive,casual,medium,0,brown,casual,warm,1,black,casual,warm,0,4.3
cold,formal,navy,casual,warm,1,beige,smart,medium,1,brown,smart,medium,2,none,none,none,0,7.6
cold,formal,navy,smart,medium,2,olive,casual,medium,0,black,casual,light,0,none,none,none,0,5.1
hot,formal,red,sport,light,0,blue,casual,medium,0,brown,smart,medium,2,olive,casual,medium,1,4.8
hot,casual,white,casual,light,0,blue,casual,medium,0,white,sport,light,0,black,casual,medium,0,6.1
mild,casual,red,sport,light,0,grey,smart,medium,2,black,casual,light,0,none,none,none,0,7.4
cold,casual,red,sport,light,0,blue,casual,medium,0,brown,casual,warm,1,black,smart,warm,2,6
mild,sports,red,sport,light,0,black,sport,light,0,black,casual,light,0,black,casual,warm,0,7.4
hot,sports,white,casual,light,0,black,casual,light,0,brown,casual,warm,1,none,none,none,0,5.3
cold,casual,grey,casual,medium,0,black,casual,light,0,black,sport,light,0,black,smart,warm,2,6
mild,sports,white,casual,light,0,black,sport,light,0,brown,casual,warm,1,none,none,none,0,5.4
hot,casual,blue,street,medium,0,grey,smart,medium,2,black,casual,light,0,black,casual,medium,0,5.8
hot,casual,black,smart,warm,1,blue,casual,medium,0,brown,smart,medium,2,black,smart,warm,2,2.8
cold,sports,white,smart,light,2,black,sport,light,0,black,smart,medium,2,none,none,none,0,4.1
mild,sports,blue,street,medium,0,black,casual,light,0,white,casual,light,0,blue,street,medium,0,6.1
hot,formal,grey,casual,medium,0,black,sport,light,0,black,smart,medium,2,black,casual,medium,0,4.8
mild,sports,black,smart,warm,1,blue,casual,medium,0,black,smart,medium,2,none,none,none,0,5.5
hot,casual,white,smart,light,2,black,smart,medium,2,white,sport,light,0,black,smart,warm,2,4.9
hot,formal,black,smart,warm,1,grey,smart,medium,2,white,sport,light,0,none,none,none,0,5.1
mild,casual,navy,smart,light,1,black,sport,light,0,brown,casual,warm,1,none,none,none,0,6.6
mild,sports,red,sport,light,0,black,smart,medium,2,black,sport,light,0,none,none,none,0,7.7
hot,formal,navy,smart,light,1,blue,casual,medium,0,white,sport,light,0,none,none,none,0,4.9
cold,formal,white,smart,light,2,black,sport,light,0,white,sport,light,0,black,casual,warm,0,3.8
cold,casual,grey,casual,medium,0,black,sport,light,0,brown,smart,medium,2,none,none,none,0,5.7
hot,sports,white,casual,light,0,black,smart,medium,2,white,sport,light,0,none,none,none,0,6.3
mild,sports,blue,street,medium,0,black,casual,light,0,black,casual,light,0,black,casual,warm,0,6.9
cold,casual,red,sport,light,0,black,sport,light,0,black,sport,light,0,none,none,none,0,3.7
